Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,0.95,0,6,0.95,1000,FALSE,1,low,6000
Munchies,24 Mantra Organic Brown Sona Masoori Rice,0.95,0,6,0.95,1000,FALSE,1,low,6000
Cooking Essentials,24 Mantra Organic Chana Dal,0.95,6,5,0.89,500,FALSE,500,low,2500
Munchies,24 Mantra Organic Chana Dal,0.95,6,5,0.89,500,FALSE,500,low,2500
Cooking Essentials,24 Mantra Organic Masoor Dal - Split,0.95,7,6,0.88,500,FALSE,500,low,3000
Munchies,24 Mantra Organic Masoor Dal - Split,0.95,7,6,0.88,500,FALSE,500,low,3000
Cooking Essentials,24 Mantra Organic Sattu Atta,0.95,0,6,0.95,500,FALSE,500,low,3000
Munchies,24 Mantra Organic Sattu Atta,0.95,0,6,0.95,500,FALSE,500,low,3000
Home & Cleaning,Harpic Lemon Bathroom Cleaner ,0.95,9,6,0.86,500,FALSE,500,low,3000
Cooking Essentials,Hershey's Chocolate Syrup,0.95,0,4,0.95,200,FALSE,200,low,800
Munchies,Hershey's Chocolate Syrup,0.95,0,4,0.95,200,FALSE,200,low,800
Cooking Essentials,Hershey's Cocoa Powder,0.95,0,5,0.95,70,FALSE,70,low,350
Munchies,Hershey's Cocoa Powder,0.95,0,5,0.95,70,FALSE,70,low,350
Cooking Essentials,Hershey's Syrup Delicious Strawberry,0.95,0,1,0.95,200,FALSE,200,low,200
Munchies,Hershey's Syrup Delicious Strawberry,0.95,0,1,0.95,200,FALSE,200,low,200
Personal Care,Patanjali Kesh Kanti Shikakai Hair Cleanser,0.95,0,4,0.95,200,FALSE,200,low,800
Paan Corner,Patanjali Kesh Kanti Shikakai Hair Cleanser,0.95,0,4,0.95,200,FALSE,200,low,800
Cooking Essentials,Patanjali Pure Honey,0.95,0,0,0.95,250,TRUE,250,low,0
Munchies,Patanjali Pure Honey,0.95,0,0,0.95,250,TRUE,250,low,0
Cooking Essentials,Popular Essentials Dessicated Coconut,0.95,9,6,0.86,200,FALSE,200,low,1200
Munchies,Popular Essentials Dessicated Coconut,0.95,9,6,0.86,200,FALSE,200,low,1200
Cooking Essentials,Popular Essentials Kashmiri Red Rajma,0.95,6,4,0.89,500,FALSE,500,low,2000
Munchies,Popular Essentials Kashmiri Red Rajma,0.95,6,4,0.89,500,FALSE,500,low,2000
Cooking Essentials,Popular Essentials Red Cherry/Gundu Chilli,0.95,0,6,0.95,100,FALSE,100,low,600
Munchies,Popular Essentials Red Cherry/Gundu Chilli,0.95,0,6,0.95,100,FALSE,100,low,600
Home & Cleaning,Shubh kart - Surabhi Camphor Pouch 50g,0.95,9,6,0.86,50,FALSE,50,low,300
Cooking Essentials,Tata Sampann Unpolished Chana Dal,0.95,6,2,0.89,1000,FALSE,500,low,2000
Munchies,Tata Sampann Unpolished Chana Dal,0.95,6,2,0.89,1000,FALSE,500,low,2000
Biscuits,The Bake Shop Masala Cheese Crackers,0.95,6,3,0.89,100,FALSE,100,low,300
Cooking Essentials,Weikfield Cooker Cake Mix - Chocolate,0.95,6,6,0.89,150,FALSE,150,low,900
Munchies,Weikfield Cooker Cake Mix - Chocolate,0.95,6,6,0.89,150,FALSE,150,low,900
Cooking Essentials,Weikfield Cooker Cake Mix - Vanilla,0.95,0,6,0.95,150,FALSE,150,low,900
Munchies,Weikfield Cooker Cake Mix - Vanilla,0.95,0,6,0.95,150,FALSE,150,low,900
Fruits & Vegetables,Pineapple,0.94,15,3,0.79,58,FALSE,1,low,174
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,0.94,0,1,0.94,500,FALSE,500,low,500
Munchies,Tata Sampann High Protien Kabuli Chana,0.94,0,1,0.94,500,FALSE,500,low,500
Cooking Essentials,Tata Sampann Urad Dal Split,0.94,4,6,0.9,500,FALSE,500,low,3000
Munchies,Tata Sampann Urad Dal Split,0.94,4,6,0.9,500,FALSE,500,low,3000
Personal Care,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",0.93,5,6,0.88,80,FALSE,80,low,480
Paan Corner,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",0.93,5,6,0.88,80,FALSE,80,low,480
Personal Care,Colgate Toothpaste For Kids Motu Oatlu,0.93,0,6,0.93,80,FALSE,80,low,480
Paan Corner,Colgate Toothpaste For Kids Motu Oatlu,0.93,0,6,0.93,80,FALSE,80,low,480
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,0.92,4,4,0.88,500,FALSE,500,low,2000
Munchies,Tata Sampann Unpolished Moong Dal ,0.92,4,4,0.88,500,FALSE,500,low,2000
Packaged Food,Chings Secret Hot Garlic Instant Noodles,0.91,0,6,0.91,60,FALSE,60,low,360
Ice Cream & Desserts,Chings Secret Hot Garlic Instant Noodles,0.91,0,6,0.91,60,FALSE,60,low,360
Chocolates & Candies,Chings Secret Hot Garlic Instant Noodles,0.91,0,6,0.91,60,FALSE,60,low,360
Packaged Food,Ching's Secret Manchurian Noodles,0.91,0,5,0.91,360,FALSE,360,low,1800
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,0.91,0,5,0.91,360,FALSE,360,low,1800
Chocolates & Candies,Ching's Secret Manchurian Noodles,0.91,0,5,0.91,360,FALSE,360,low,1800
Cooking Essentials,Tata Sampann High Protein Kali Urad,0.91,14,6,0.78,500,FALSE,500,low,3000
Munchies,Tata Sampann High Protein Kali Urad,0.91,14,6,0.78,500,FALSE,500,low,3000
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,0.91,2,0,0.89,500,TRUE,500,low,0
Munchies,Tata Sampann High Protien Toor Dal - Split,0.91,2,0,0.89,500,TRUE,500,low,0
Cooking Essentials,Top Ramen Masala,0.91,9,0,0.82,560,TRUE,560,low,0
Munchies,Top Ramen Masala,0.91,9,0,0.82,560,TRUE,560,low,0
Packaged Food,Top Ramen Masala,0.91,9,0,0.82,560,TRUE,560,low,0
Ice Cream & Desserts,Top Ramen Masala,0.91,9,0,0.82,560,TRUE,560,low,0
Chocolates & Candies,Top Ramen Masala,0.91,9,0,0.82,560,TRUE,560,low,0
Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,0.9,10,0,0.81,150,TRUE,150,low,0
Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,0.9,10,0,0.81,150,TRUE,150,low,0
Cooking Essentials,Daawat Rozana Gold Basmati Rice,0.9,1,0,0.89,1000,TRUE,1,low,0
Munchies,Daawat Rozana Gold Basmati Rice,0.9,1,0,0.89,1000,TRUE,1,low,0
Personal Care,Dove Daily Shine Conditioner,0.9,10,1,0.81,80,FALSE,80,low,80
Paan Corner,Dove Daily Shine Conditioner,0.9,10,1,0.81,80,FALSE,80,low,80
Personal Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,0.9,6,4,0.84,80,FALSE,80,low,320
Paan Corner,Dove Dryness Care Conditioner Frizzy & Dry Hair,0.9,6,4,0.84,80,FALSE,80,low,320
Cooking Essentials,Everest Hingraj Powder,0.9,10,2,0.81,50,FALSE,50,low,100
Munchies,Everest Hingraj Powder,0.9,10,2,0.81,50,FALSE,50,low,100
Cooking Essentials,Gits Medu Vada Instant Snack Mix,0.9,4,6,0.86,200,FALSE,200,low,1200
Munchies,Gits Medu Vada Instant Snack Mix,0.9,4,6,0.86,200,FALSE,200,low,1200
Personal Care,Himalaya Prickly Heat Baby Powder,0.9,10,6,0.81,100,FALSE,100,low,600
Paan Corner,Himalaya Prickly Heat Baby Powder,0.9,10,6,0.81,100,FALSE,100,low,600
Biscuits,Lotte Choco Pie Cocoa Pie,0.9,10,6,0.81,168,FALSE,168,low,1008
Home & Cleaning,Odomos lotion - Mosquito Repellent,0.9,8,6,0.82,120,FALSE,120,low,720
Home & Cleaning,Odomos Mosquito Repellent Spray,0.9,8,0,0.82,100,TRUE,100,low,0
Personal Care,Patanjali Saundarya Aloe Vera Gel,0.9,0,5,0.9,150,FALSE,150,low,750
Paan Corner,Patanjali Saundarya Aloe Vera Gel,0.9,0,5,0.9,150,FALSE,150,low,750
Cooking Essentials,Popular Essentials Green Moong Whole,0.9,16,3,0.75,500,FALSE,500,low,1500
Munchies,Popular Essentials Green Moong Whole,0.9,16,3,0.75,500,FALSE,500,low,1500
Cooking Essentials,Popular Essentials Mace/Javitri,0.9,10,3,0.81,20,FALSE,20,low,60
Munchies,Popular Essentials Mace/Javitri,0.9,10,3,0.81,20,FALSE,20,low,60
Cooking Essentials,Popular Essentials Moth Whole,0.9,10,6,0.81,500,FALSE,500,low,3000
Munchies,Popular Essentials Moth Whole,0.9,10,6,0.81,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Pumpkin Seeds,0.9,16,6,0.75,100,FALSE,100,low,600
Munchies,Popular Essentials Pumpkin Seeds,0.9,16,6,0.75,100,FALSE,100,low,600
Cooking Essentials,Popular Essentials Red Rajma,0.9,10,6,0.81,500,FALSE,500,low,3000
Munchies,Popular Essentials Red Rajma,0.9,10,6,0.81,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Sattu Atta,0.9,12,3,0.79,500,FALSE,500,low,1500
Munchies,Popular Essentials Sattu Atta,0.9,12,3,0.79,500,FALSE,500,low,1500
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),0.9,10,6,0.81,500,FALSE,500,low,3000
Munchies,Popular Essentials Urad Gola White(Un-Polished),0.9,10,6,0.81,500,FALSE,500,low,3000
Cooking Essentials,Praakritik Organic Raw Sugar,0.9,6,6,0.84,500,FALSE,500,low,3000
Munchies,Praakritik Organic Raw Sugar,0.9,6,6,0.84,500,FALSE,500,low,3000
Home & Cleaning,Scotch Brite Silver Sparks Scrub Pad,0.9,10,6,0.81,348,FALSE,3,low,2088
Personal Care,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,0.9,10,6,0.81,406,FALSE,7,low,2436
Paan Corner,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,0.9,10,6,0.81,406,FALSE,7,low,2436
Health & Hygiene,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,0.9,10,6,0.81,406,FALSE,7,low,2436
Packaged Food,Switz Samosa Dough Sheets,0.9,4,6,0.86,50,FALSE,50,low,300
Ice Cream & Desserts,Switz Samosa Dough Sheets,0.9,4,6,0.86,50,FALSE,50,low,300
Chocolates & Candies,Switz Samosa Dough Sheets,0.9,4,6,0.86,50,FALSE,50,low,300
Packaged Food,Switz Spring Roll Dough Sheets,0.9,4,6,0.86,1160,FALSE,20,medium,6960
Ice Cream & Desserts,Switz Spring Roll Dough Sheets,0.9,4,6,0.86,1160,FALSE,20,medium,6960
Chocolates & Candies,Switz Spring Roll Dough Sheets,0.9,4,6,0.86,1160,FALSE,20,medium,6960
Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,0.9,0,0,0.9,406,TRUE,7,low,0
Paan Corner,Whisper Bindazzz Nights XL + Sanitary Pad,0.9,0,0,0.9,406,TRUE,7,low,0
Health & Hygiene,Whisper Bindazzz Nights XL + Sanitary Pad,0.9,0,0,0.9,406,TRUE,7,low,0
Personal Care,Whisper Choice Regular Sanitary Pads,0.9,0,6,0.9,1160,FALSE,20,medium,6960
Personal Care,Whisper Choice Regular Sanitary Pads,0.9,3,0,0.87,58,TRUE,20,low,0
Paan Corner,Whisper Choice Regular Sanitary Pads,0.9,0,6,0.9,1160,FALSE,20,medium,6960
Paan Corner,Whisper Choice Regular Sanitary Pads,0.9,3,0,0.87,58,TRUE,20,low,0
Health & Hygiene,Whisper Choice Regular Sanitary Pads,0.9,0,6,0.9,1160,FALSE,20,medium,6960
Health & Hygiene,Whisper Choice Regular Sanitary Pads,0.9,3,0,0.87,58,TRUE,20,low,0
Personal Care,Dettol Original Liquid Handwash,0.89,4,6,0.85,200,FALSE,200,low,1200
Paan Corner,Dettol Original Liquid Handwash,0.89,4,6,0.85,200,FALSE,200,low,1200
Home & Cleaning,Godrej Good Night Gold Flash Liquid Vapouriser,0.89,0,0,0.89,60,TRUE,60,low,0
"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,0.89,8,6,0.81,200,FALSE,200,low,1200
Beverages,Gowardhan Classic Block Fresh Paneer,0.89,8,6,0.81,200,FALSE,200,low,1200
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,0.89,10,2,0.8,40,FALSE,40,low,80
Munchies,Keya Wonder Red Hot Chilli Flakes,0.89,10,2,0.8,40,FALSE,40,low,80
"Dairy, Bread & Batter",Nestle A+ Slim Milk,0.89,0,0,0.89,1000,TRUE,1,low,0
Beverages,Nestle A+ Slim Milk,0.89,0,0,0.89,1000,TRUE,1,low,0
Cooking Essentials,On1y Sea Salt Grinder,0.89,0,6,0.89,100,FALSE,100,low,600
Munchies,On1y Sea Salt Grinder,0.89,0,6,0.89,100,FALSE,100,low,600
Fruits & Vegetables,Pineapple Slice,0.89,15,3,0.75,200,FALSE,200,low,600
Cooking Essentials,Satyam Nighties Spices  Chilli Bore,0.89,10,6,0.8,100,FALSE,100,low,600
Munchies,Satyam Nighties Spices  Chilli Bore,0.89,10,6,0.8,100,FALSE,100,low,600
Packaged Food,Smith & Jones Masala Noodles,0.89,0,5,0.89,480,FALSE,480,low,2400
Ice Cream & Desserts,Smith & Jones Masala Noodles,0.89,0,5,0.89,480,FALSE,480,low,2400
Chocolates & Candies,Smith & Jones Masala Noodles,0.89,0,5,0.89,480,FALSE,480,low,2400
Packaged Food,Veeba Cheese and Chilli Sandwich Spread,0.89,11,6,0.79,275,FALSE,275,low,1650
Ice Cream & Desserts,Veeba Cheese and Chilli Sandwich Spread,0.89,11,6,0.79,275,FALSE,275,low,1650
Chocolates & Candies,Veeba Cheese and Chilli Sandwich Spread,0.89,11,6,0.79,275,FALSE,275,low,1650
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,FALSE,500,low,1000
Beverages,Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,FALSE,500,low,1000
Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,FALSE,500,low,1000
Ice Cream & Desserts,Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,FALSE,500,low,1000
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,0.88,2,2,0.86,500,FALSE,500,low,1000
Personal Care,Dabur Amla Hair Oil,0.88,0,2,0.88,180,FALSE,180,low,360
Paan Corner,Dabur Amla Hair Oil,0.88,0,2,0.88,180,FALSE,180,low,360
Personal Care,Gillette Presto Ready Shaver 5 Cartridges ,0.88,6,6,0.82,290,FALSE,5,low,1740
Paan Corner,Gillette Presto Ready Shaver 5 Cartridges ,0.88,6,6,0.82,290,FALSE,5,low,1740
Cooking Essentials,Tata Sampann Moong Chilka ,0.88,6,0,0.82,500,TRUE,500,low,0
Munchies,Tata Sampann Moong Chilka ,0.88,6,0,0.82,500,TRUE,500,low,0
Cooking Essentials,Satyam Pulses Masur Dal,0.87,6,6,0.81,500,FALSE,500,low,3000
Munchies,Satyam Pulses Masur Dal,0.87,6,6,0.81,500,FALSE,500,low,3000
Home & Cleaning,Rin Detergent Powder,0.86,2,0,0.84,1000,TRUE,1,low,0
"Dairy, Bread & Batter",Amul Cheese - Pepper,0.85,3,6,0.82,200,FALSE,200,low,1200
Beverages,Amul Cheese - Pepper,0.85,3,6,0.82,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,0.85,5,6,0.8,180,FALSE,180,low,1080
Beverages,Amul Cheese Spread Creamy,0.85,5,6,0.8,180,FALSE,180,low,1080
Packaged Food,Amul Cheese Spread Creamy,0.85,5,6,0.8,180,FALSE,180,low,1080
Ice Cream & Desserts,Amul Cheese Spread Creamy,0.85,5,6,0.8,180,FALSE,180,low,1080
Chocolates & Candies,Amul Cheese Spread Creamy,0.85,5,6,0.8,180,FALSE,180,low,1080
"Dairy, Bread & Batter",Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,TRUE,200,low,0
Beverages,Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,TRUE,200,low,0
Packaged Food,Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,TRUE,200,low,0
Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,TRUE,200,low,0
Chocolates & Candies,Amul Cheese Spread Spicy Garlic,0.85,3,0,0.82,200,TRUE,200,low,0
"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,TRUE,200,low,0
Beverages,Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,TRUE,200,low,0
Packaged Food,Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,TRUE,200,low,0
Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,TRUE,200,low,0
Chocolates & Candies,Amul Cheese Spread Yummy Plain,0.85,0,0,0.85,200,TRUE,200,low,0
Cooking Essentials,Arden Eggs Brown,0.85,7,4,0.79,348,FALSE,6,low,1392
Munchies,Arden Eggs Brown,0.85,7,4,0.79,348,FALSE,6,low,1392
"Dairy, Bread & Batter",Arden Eggs Brown,0.85,7,4,0.79,348,FALSE,6,low,1392
Beverages,Arden Eggs Brown,0.85,7,4,0.79,348,FALSE,6,low,1392
"Meats, Fish & Eggs",Arden Eggs Brown,0.85,7,4,0.79,348,FALSE,6,low,1392
Packaged Food,Ching's Secret Green Chilli Sauce,0.85,4,1,0.81,680,FALSE,680,low,680
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,0.85,4,1,0.81,680,FALSE,680,low,680
Chocolates & Candies,Ching's Secret Green Chilli Sauce,0.85,4,1,0.81,680,FALSE,680,low,680
Personal Care,Fem Fairness Natural Gold Skin Bleach,0.85,7,4,0.79,64,FALSE,64,low,256
Paan Corner,Fem Fairness Natural Gold Skin Bleach,0.85,7,4,0.79,64,FALSE,64,low,256
Personal Care,Fem Fairness Naturals Saffron Skin Bleach,0.85,15,4,0.72,64,FALSE,64,low,256
Paan Corner,Fem Fairness Naturals Saffron Skin Bleach,0.85,15,4,0.72,64,FALSE,64,low,256
Home & Cleaning,Hem Mantra Masala Agarbatti,0.85,7,1,0.79,50,FALSE,50,low,50
Packaged Food,Mother's Recipe Mixed Pickle,0.85,9,2,0.77,300,FALSE,300,low,600
Ice Cream & Desserts,Mother's Recipe Mixed Pickle,0.85,9,2,0.77,300,FALSE,300,low,600
Chocolates & Candies,Mother's Recipe Mixed Pickle,0.85,9,2,0.77,300,FALSE,300,low,600
Personal Care,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,0.85,0,5,0.85,200,FALSE,200,low,1000
Paan Corner,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,0.85,0,5,0.85,200,FALSE,200,low,1000
Personal Care,Patanjali Kesh Kanti Reetha Hair Cleanser,0.85,0,5,0.85,200,FALSE,200,low,1000
Paan Corner,Patanjali Kesh Kanti Reetha Hair Cleanser,0.85,0,5,0.85,200,FALSE,200,low,1000
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),0.85,7,5,0.79,500,FALSE,500,low,2500
Munchies,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),0.85,7,5,0.79,500,FALSE,500,low,2500
Cooking Essentials,Popular Essentials Kabuli Chana Regular,0.85,9,6,0.77,500,FALSE,500,low,3000
Munchies,Popular Essentials Kabuli Chana Regular,0.85,9,6,0.77,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),0.85,9,5,0.77,500,FALSE,500,low,2500
Munchies,Popular Essentials Urad Dal Split (Un-Polished),0.85,9,5,0.77,500,FALSE,500,low,2500
Packaged Food,Veeba Carrot & Cucumber Sandwich Spread,0.85,10,6,0.76,250,FALSE,250,low,1500
Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,0.85,10,6,0.76,250,FALSE,250,low,1500
Chocolates & Candies,Veeba Carrot & Cucumber Sandwich Spread,0.85,10,6,0.76,250,FALSE,250,low,1500
Health & Hygiene,Vicks Vaporub,0.85,9,6,0.77,25,FALSE,25,low,150
Packaged Food,Yummiez American Sweet Corn,0.85,0,0,0.85,400,TRUE,400,low,0
Ice Cream & Desserts,Yummiez American Sweet Corn,0.85,0,0,0.85,400,TRUE,400,low,0
Chocolates & Candies,Yummiez American Sweet Corn,0.85,0,0,0.85,400,TRUE,400,low,0
Health & Hygiene,Zandu Balm,0.85,10,5,0.76,25,FALSE,25,low,125
Personal Care,"Godrej No.1 Bathing Soap, Jasmine",0.84,0,0,0.84,400,TRUE,100,low,0
Paan Corner,"Godrej No.1 Bathing Soap, Jasmine",0.84,0,0,0.84,400,TRUE,100,low,0
Health & Hygiene,Durex Air Ultra Thin Condoms,0.82,0,6,0.82,174,FALSE,3,low,1044
Home & Cleaning,Harpic Hygienic Toilet Cleaner Rim Block Citrus,0.82,6,6,0.77,26,FALSE,26,low,156
Home & Cleaning,Harpic Hygienic Toilet Cleaner Rim Block Jasmine,0.82,6,4,0.77,26,FALSE,26,low,104
Fruits & Vegetables,Orange Nagpur,0.82,15,3,0.69,232,FALSE,4,low,696
Home & Cleaning,Oxi Green Phenyl - Pine ,0.82,9,6,0.74,1000,FALSE,1,low,6000
Personal Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,0.82,9,0,0.74,27,TRUE,27,low,0
Paan Corner,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,0.82,9,0,0.74,27,TRUE,27,low,0
Personal Care,Parachute Jasmine Hair Oil,0.82,9,6,0.74,190,FALSE,190,low,1140
Paan Corner,Parachute Jasmine Hair Oil,0.82,9,6,0.74,190,FALSE,190,low,1140
Fruits & Vegetables,Pear Green Imported,0.82,15,3,0.69,116,FALSE,2,low,348
Cooking Essentials,Satyam Chilli  Bedgi,0.82,10,5,0.73,100,FALSE,100,low,500
Munchies,Satyam Chilli  Bedgi,0.82,10,5,0.73,100,FALSE,100,low,500
Cooking Essentials,24 Mantra Bura Sugar (Demerara),0.8,10,6,0.72,500,FALSE,500,low,3000
Munchies,24 Mantra Bura Sugar (Demerara),0.8,10,6,0.72,500,FALSE,500,low,3000
Cooking Essentials,24 Mantra Organic Jaggery Powder,0.8,15,6,0.68,500,FALSE,500,low,3000
Munchies,24 Mantra Organic Jaggery Powder,0.8,15,6,0.68,500,FALSE,500,low,3000
Biscuits,Britannia Bourbon Biscuit Buy 4 Get 1 Free,0.8,10,2,0.72,500,FALSE,500,low,1000
Biscuits,Britannia Good Day Butter Cookies,0.8,10,6,0.72,600,FALSE,600,low,3600
Biscuits,Britannia Marie Gold (Buy 4 Get 1 Free),0.8,0,0,0.8,600,TRUE,600,low,0
Biscuits,Cadbury Oreo Chocolatey Sandwich Biscuits Family Pack,0.8,0,0,0.8,300,TRUE,300,low,0
Personal Care,Dabur Gulabari Rose Water Daily Glow,0.8,6,2,0.75,250,FALSE,250,low,500
Paan Corner,Dabur Gulabari Rose Water Daily Glow,0.8,6,2,0.75,250,FALSE,250,low,500
Cooking Essentials,Everest Dry Mango Powder,0.8,0,5,0.8,100,FALSE,100,low,500
Munchies,Everest Dry Mango Powder,0.8,0,5,0.8,100,FALSE,100,low,500
Personal Care,Garnier Colour Naturals Hair Colour - 1 Natural Black,0.8,0,1,0.8,60,FALSE,60,low,60
Paan Corner,Garnier Colour Naturals Hair Colour - 1 Natural Black,0.8,0,1,0.8,60,FALSE,60,low,60
Personal Care,Himalaya Baby Powder,0.8,8,4,0.73,100,FALSE,100,low,400
Paan Corner,Himalaya Baby Powder,0.8,8,4,0.73,100,FALSE,100,low,400
Personal Care,Himalaya Diaper Rash Cream,0.8,10,2,0.72,20,FALSE,20,low,40
Paan Corner,Himalaya Diaper Rash Cream,0.8,10,2,0.72,20,FALSE,20,low,40
Cooking Essentials,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Munchies,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
"Dairy, Bread & Batter",iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Beverages,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Packaged Food,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Ice Cream & Desserts,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Chocolates & Candies,iD Idli & Dosa Batter ,0.8,15,6,0.68,1000,FALSE,1,low,6000
Packaged Food,iD Malabar Parota ,0.8,10,4,0.72,400,FALSE,400,low,1600
Ice Cream & Desserts,iD Malabar Parota ,0.8,10,4,0.72,400,FALSE,400,low,1600
Chocolates & Candies,iD Malabar Parota ,0.8,10,4,0.72,400,FALSE,400,low,1600
Packaged Food,iD Wheat Lachha Paratha,0.8,12,6,0.7,400,FALSE,400,low,2400
Ice Cream & Desserts,iD Wheat Lachha Paratha,0.8,12,6,0.7,400,FALSE,400,low,2400
Chocolates & Candies,iD Wheat Lachha Paratha,0.8,12,6,0.7,400,FALSE,400,low,2400
Packaged Food,ITC Master Chef Classic Aloo Tikki,0.8,10,3,0.72,320,FALSE,320,low,960
Ice Cream & Desserts,ITC Master Chef Classic Aloo Tikki,0.8,10,3,0.72,320,FALSE,320,low,960
Chocolates & Candies,ITC Master Chef Classic Aloo Tikki,0.8,10,3,0.72,320,FALSE,320,low,960
Biscuits,Lotte Choco Pie ,0.8,10,3,0.72,168,FALSE,168,low,504
Home & Cleaning,Origami Disposable Spoons,0.8,10,3,0.72,1160,FALSE,20,medium,3480
Home & Cleaning,Origami Good Karma Paper Serviettes ,0.8,10,6,0.72,50,FALSE,50,low,300
Home & Cleaning,Origami So Soft Tissue Roll Single - 340 Pulls 3 Ply,0.8,0,1,0.8,58,FALSE,1,low,58
Cooking Essentials,Popular Essentials Black Urad Split,0.8,10,4,0.72,500,FALSE,500,low,2000
Munchies,Popular Essentials Black Urad Split,0.8,10,4,0.72,500,FALSE,500,low,2000
Cooking Essentials,Popular Essentials Byadagi Chilli Stemless,0.8,0,6,0.8,100,FALSE,100,low,600
Munchies,Popular Essentials Byadagi Chilli Stemless,0.8,0,6,0.8,100,FALSE,100,low,600
Cooking Essentials,Popular Essentials Pancharatna Dal,0.8,10,6,0.72,500,FALSE,500,low,3000
Munchies,Popular Essentials Pancharatna Dal,0.8,10,6,0.72,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Soya Beans ,0.8,6,6,0.75,500,FALSE,500,low,3000
Munchies,Popular Essentials Soya Beans ,0.8,6,6,0.75,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),0.8,7,0,0.74,500,TRUE,500,low,0
Munchies,Popular Essentials Toor Dal (Un-Polished),0.8,7,0,0.74,500,TRUE,500,low,0
Cooking Essentials,Popular Essentials Urad Gola Black (Un-Polished),0.8,10,6,0.72,500,FALSE,500,low,3000
Munchies,Popular Essentials Urad Gola Black (Un-Polished),0.8,10,6,0.72,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials White Peas (Un-Polished),0.8,10,5,0.72,500,FALSE,500,low,2500
